OMRÅDE;TID;INDHOLD
Faxe;2023M08;37633
Faxe;2023M09;37643
Faxe;2023M10;37695
Faxe;2023M11;37688
Faxe;2023M12;37724
Faxe;2024M01;37753
Faxe;2024M02;37715
Faxe;2024M03;37706
Faxe;2024M04;37697
Guldborgsund;2021M10;60317
Guldborgsund;2021M11;60328
Guldborgsund;2021M12;60311
Guldborgsund;2022M01;60310
Guldborgsund;2022M02;60302
Guldborgsund;2022M03;60278
Guldborgsund;2022M04;60259
Guldborgsund;2022M05;60336
Guldborgsund;2022M06;60404
Guldborgsund;2022M07;60457
Guldborgsund;2022M08;60441
Guldborgsund;2022M09;60354
Guldborgsund;2022M10;60376
Guldborgsund;2022M11;60337
Guldborgsund;2022M12;60319
Guldborgsund;2023M01;60231
Guldborgsund;2023M02;60147
Guldborgsund;2023M03;60103
Guldborgsund;2023M04;60088
Guldborgsund;2023M05;60044
Guldborgsund;2023M06;60011
Guldborgsund;2023M07;60035
Guldborgsund;2023M08;59978
Guldborgsund;2023M09;59848
Guldborgsund;2023M10;59808
Guldborgsund;2023M11;59814
Guldborgsund;2023M12;59842
Guldborgsund;2024M01;59759
Guldborgsund;2024M02;59715
Guldborgsund;2024M03;59591
Guldborgsund;2024M04;59616
Holbæk;2021M10;72662
Holbæk;2021M11;72726
Holbæk;2021M12;72807
Holbæk;2022M01;72810
Holbæk;2022M02;72898
Holbæk;2022M03;72938
Holbæk;2022M04;72990
Holbæk;2022M05;73075
Holbæk;2022M06;73136
Holbæk;2022M07;73252
Holbæk;2022M08;73372
Holbæk;2022M09;73338
Holbæk;2022M10;73352
Holbæk;2022M11;73394
Holbæk;2022M12;73465
Holbæk;2023M01;73440
Holbæk;2023M02;73571
Holbæk;2023M03;73628
Holbæk;2023M04;73680
Holbæk;2023M05;73715
Holbæk;2023M06;73703
Holbæk;2023M07;73767
Holbæk;2023M08;73807
Holbæk;2023M09;73844
Holbæk;2023M10;73919
Holbæk;2023M11;74010
Holbæk;2023M12;74108
Holbæk;2024M01;74129
Holbæk;2024M02;74097
Holbæk;2024M03;74134
Holbæk;2024M04;74191
Kalundborg;2021M10;48430
Kalundborg;2021M11;48434
Kalundborg;2021M12;48436
Kalundborg;2022M01;48368
Kalundborg;2022M02;48365
Kalundborg;2022M03;48375
Kalundborg;2022M04;48433
Kalundborg;2022M05;48463
Kalundborg;2022M06;48587
Kalundborg;2022M07;48649
Kalundborg;2022M08;48691
Kalundborg;2022M09;48652
Kalundborg;2022M10;48664
Kalundborg;2022M11;48689
Kalundborg;2022M12;48640
Kalundborg;2023M01;48602
Kalundborg;2023M02;48568
Kalundborg;2023M03;48501
Kalundborg;2023M04;48525
Kalundborg;2023M05;48530
Kalundborg;2023M06;48529
Kalundborg;2023M07;48524
Kalundborg;2023M08;48513
Kalundborg;2023M09;48438
Kalundborg;2023M10;48453
Kalundborg;2023M11;48397
Kalundborg;2023M12;48353
Kalundborg;2024M01;48309
Kalundborg;2024M02;48302
Kalundborg;2024M03;48250
Kalundborg;2024M04;48321
Lolland;2021M10;40241
Lolland;2021M11;40171
Lolland;2021M12;40155
Lolland;2022M01;40107
Lolland;2022M02;40068
Lolland;2022M03;40022
Lolland;2022M04;40026
Lolland;2022M05;40032
Lolland;2022M06;40045
Lolland;2022M07;40056
Lolland;2022M08;40110
Lolland;2022M09;40076
Lolland;2022M10;40060
Lolland;2022M11;40028
Lolland;2022M12;39997
Lolland;2023M01;39921
Lolland;2023M02;39888
Lolland;2023M03;39900
Lolland;2023M04;39881
Lolland;2023M05;39876
Lolland;2023M06;39847
Lolland;2023M07;39846
Lolland;2023M08;39851
Lolland;2023M09;39812
Lolland;2023M10;39754
Lolland;2023M11;39692
Lolland;2023M12;39666
Lolland;2024M01;39632
Lolland;2024M02;39600
Lolland;2024M03;39587
Lolland;2024M04;39598
Næstved;2021M10;83650
Næstved;2021M11;83712
Næstved;2021M12;83697
Næstved;2022M01;83801
Næstved;2022M02;83924
Næstved;2022M03;84000
Næstved;2022M04;84046
Næstved;2022M05;84104
Næstved;2022M06;84301
Næstved;2022M07;84507
Næstved;2022M08;84613
Næstved;2022M09;84614
Næstved;2022M10;84568
Næstved;2022M11;84577
Næstved;2022M12;84621
Næstved;2023M01;84574
Næstved;2023M02;84568
Næstved;2023M03;84596
Næstved;2023M04;84573
Næstved;2023M05;84554
Næstved;2023M06;84595
Næstved;2023M07;84651
Næstved;2023M08;84673
Næstved;2023M09;84665
Næstved;2023M10;84702
Næstved;2023M11;84712
Næstved;2023M12;84702
Næstved;2024M01;84747
Næstved;2024M02;84739
Næstved;2024M03;84745
Næstved;2024M04;84783
Odsherred;2021M10;32960
Odsherred;2021M11;32897
Odsherred;2021M12;32894
Odsherred;2022M01;32881
Odsherred;2022M02;32835
Odsherred;2022M03;32841
Odsherred;2022M04;32856
Odsherred;2022M05;32955
Odsherred;2022M06;33015
Odsherred;2022M07;33040
Odsherred;2022M08;33058
Odsherred;2022M09;33051
Odsherred;2022M10;33049
Odsherred;2022M11;33070
Odsherred;2022M12;33031
Odsherred;2023M01;32977
Odsherred;2023M02;32918
Odsherred;2023M03;32873
Odsherred;2023M04;32812
Odsherred;2023M05;32854
Odsherred;2023M06;32851
Odsherred;2023M07;32832
Odsherred;2023M08;32856
Odsherred;2023M09;32748
Odsherred;2023M10;32703
Odsherred;2023M11;32684
Odsherred;2023M12;32628
Odsherred;2024M01;32605
Odsherred;2024M02;32560
Odsherred;2024M03;32543
Odsherred;2024M04;32501
Ringsted;2021M10;35133
Ringsted;2021M11;35131
Ringsted;2021M12;35086
Ringsted;2022M01;35141
Ringsted;2022M02;35167
Ringsted;2022M03;35233
Ringsted;2022M04;35349
Ringsted;2022M05;35497
Ringsted;2022M06;35562
Ringsted;2022M07;35655
Ringsted;2022M08;35744
Ringsted;2022M09;35807
Ringsted;2022M10;35803
Ringsted;2022M11;35841
Ringsted;2022M12;35911
Ringsted;2023M01;35906
Ringsted;2023M02;35948
Ringsted;2023M03;35969
Ringsted;2023M04;36010
Ringsted;2023M05;35997
Ringsted;2023M06;36076
Ringsted;2023M07;36130
Ringsted;2023M08;36194
Ringsted;2023M09;36274
Ringsted;2023M10;36316
Ringsted;2023M11;36331
Ringsted;2023M12;36344
Ringsted;2024M01;36356
Ringsted;2024M02;36329
Ringsted;2024M03;36347
Ringsted;2024M04;36305
Slagelse;2021M10;79644
Slagelse;2021M11;79633
Slagelse;2021M12;79646
Slagelse;2022M01;79691
Slagelse;2022M02;79715
Slagelse;2022M03;79710
Slagelse;2022M04;79706
Slagelse;2022M05;79732
Slagelse;2022M06;79860
Slagelse;2022M07;79946
Slagelse;2022M08;79898
Slagelse;2022M09;79897
Slagelse;2022M10;79855
Slagelse;2022M11;79821
Slagelse;2022M12;79758
Slagelse;2023M01;79728
Slagelse;2023M02;79674
Slagelse;2023M03;79651
Slagelse;2023M04;79726
Slagelse;2023M05;79724
Slagelse;2023M06;79746
Slagelse;2023M07;79802
Slagelse;2023M08;79833
Slagelse;2023M09;79866
Slagelse;2023M10;79819
Slagelse;2023M11;79833
Slagelse;2023M12;79863
Slagelse;2024M01;79923
Slagelse;2024M02;79967
Slagelse;2024M03;80063
Slagelse;2024M04;80137
Sorø;2021M10;29970
Sorø;2021M11;29981
Sorø;2021M12;29994
Sorø;2022M01;30018
Sorø;2022M02;30010
Sorø;2022M03;29980
Sorø;2022M04;29992
Sorø;2022M05;30019
Sorø;2022M06;30071
Sorø;2022M07;30112
Sorø;2022M08;30206
Sorø;2022M09;30226
Sorø;2022M10;30258
Sorø;2022M11;30288
Sorø;2022M12;30355
Sorø;2023M01;30444
Sorø;2023M02;30470
Sorø;2023M03;30490
Sorø;2023M04;30515
Sorø;2023M05;30514
Sorø;2023M06;30545
Sorø;2023M07;30523
Sorø;2023M08;30479
Sorø;2023M09;30437
Sorø;2023M10;30444
Sorø;2023M11;30504
Sorø;2023M12;30511
Sorø;2024M01;30478
Sorø;2024M02;30475
Sorø;2024M03;30554
Sorø;2024M04;30573
Stevns;2021M10;23393
Stevns;2021M11;23403
Stevns;2021M12;23423
Stevns;2022M01;23473
Stevns;2022M02;23494
Stevns;2022M03;23551
Stevns;2022M04;23637
Stevns;2022M05;23690
Stevns;2022M06;23763
Stevns;2022M07;23825
Stevns;2022M08;23846
Stevns;2022M09;23837
Stevns;2022M10;23809
Stevns;2022M11;23765
Stevns;2022M12;23718
Stevns;2023M01;23692
Stevns;2023M02;23670
Stevns;2023M03;23679
Stevns;2023M04;23692
Stevns;2023M05;23615
Stevns;2023M06;23608
Stevns;2023M07;23636
Stevns;2023M08;23669
Stevns;2023M09;23631
Stevns;2023M10;23622
Stevns;2023M11;23680
Stevns;2023M12;23655
Stevns;2024M01;23649
Stevns;2024M02;23632
Stevns;2024M03;23641
Stevns;2024M04;23639
Vordingborg;2021M10;45377
Vordingborg;2021M11;45365
Vordingborg;2021M12;45371
Vordingborg;2022M01;45352
Vordingborg;2022M02;45315
Vordingborg;2022M03;45310
Vordingborg;2022M04;45371
Vordingborg;2022M05;45393
Vordingborg;2022M06;45447
Vordingborg;2022M07;45452
Vordingborg;2022M08;45513
Vordingborg;2022M09;45509
Vordingborg;2022M10;45455
Vordingborg;2022M11;45421
Vordingborg;2022M12;45454
Vordingborg;2023M01;45441
Vordingborg;2023M02;45458
Vordingborg;2023M03;45544
Vordingborg;2023M04;45606
Vordingborg;2023M05;45709
Vordingborg;2023M06;45770
Vordingborg;2023M07;45810
Vordingborg;2023M08;45848
Vordingborg;2023M09;45790
Vordingborg;2023M10;45772
Vordingborg;2023M11;45758
Vordingborg;2023M12;45743
Vordingborg;2024M01;45751
Vordingborg;2024M02;45725
Vordingborg;2024M03;45628
Vordingborg;2024M04;45593
Region Syddanmark;2021M10;1226798
Region Syddanmark;2021M11;1227587
Region Syddanmark;2021M12;1228237
Region Syddanmark;2022M01;1228362
Region Syddanmark;2022M02;1228561
Region Syddanmark;2022M03;1229259
Region Syddanmark;2022M04;1229866
Region Syddanmark;2022M05;1232003
Region Syddanmark;2022M06;1234655
Region Syddanmark;2022M07;1235747
Region Syddanmark;2022M08;1235979
Region Syddanmark;2022M09;1236012
Region Syddanmark;2022M10;1236926
Region Syddanmark;2022M11;1237346
Region Syddanmark;2022M12;1237622
Region Syddanmark;2023M01;1237413
Region Syddanmark;2023M02;1237480
Region Syddanmark;2023M03;1237903
Region Syddanmark;2023M04;1238252
Region Syddanmark;2023M05;1238282
Region Syddanmark;2023M06;1238044
Region Syddanmark;2023M07;1238043
Region Syddanmark;2023M08;1237972
Region Syddanmark;2023M09;1237678
Region Syddanmark;2023M10;1238503
Region Syddanmark;2023M11;1238591
Region Syddanmark;2023M12;1238719
Region Syddanmark;2024M01;1238406
Region Syddanmark;2024M02;1238187
Region Syddanmark;2024M03;1238492
Region Syddanmark;2024M04;1238644
Assens;2021M10;40861
Assens;2021M11;40931
Assens;2021M12;40968
Assens;2022M01;40972
Assens;2022M02;40926
Assens;2022M03;40950
Assens;2022M04;40912
Assens;2022M05;40934
Assens;2022M06;40981
Assens;2022M07;40980
Assens;2022M08;41025
Assens;2022M09;41052
Assens;2022M10;41013
Assens;2022M11;40981
Assens;2022M12;40961
Assens;2023M01;40944
Assens;2023M02;40905
Assens;2023M03;40855
Assens;2023M04;40875
Assens;2023M05;40861
Assens;2023M06;40835
Assens;2023M07;40805
Assens;2023M08;40809
Assens;2023M09;40788
Assens;2023M10;40767
Assens;2023M11;40739
Assens;2023M12;40693
Assens;2024M01;40646
Assens;2024M02;40646
Assens;2024M03;40626
Assens;2024M04;40659
Faaborg-Midtfyn;2021M10;51788
Faaborg-Midtfyn;2021M11;51824
Faaborg-Midtfyn;2021M12;51849
Faaborg-Midtfyn;2022M01;51849
Faaborg-Midtfyn;2022M02;51853
Faaborg-Midtfyn;2022M03;51914
Faaborg-Midtfyn;2022M04;51928
Faaborg-Midtfyn;2022M05;51981
Faaborg-Midtfyn;2022M06;52026
Faaborg-Midtfyn;2022M07;52101
Faaborg-Midtfyn;2022M08;52165
Faaborg-Midtfyn;2022M09;52141
Faaborg-Midtfyn;2022M10;52139
Faaborg-Midtfyn;2022M11;52193
Faaborg-Midtfyn;2022M12;52185
Faaborg-Midtfyn;2023M01;52253
Faaborg-Midtfyn;2023M02;52219
Faaborg-Midtfyn;2023M03;52191
Faaborg-Midtfyn;2023M04;52181
Faaborg-Midtfyn;2023M05;52222
Faaborg-Midtfyn;2023M06;52186
Faaborg-Midtfyn;2023M07;52239
Faaborg-Midtfyn;2023M08;52217
Faaborg-Midtfyn;2023M09;52213
Faaborg-Midtfyn;2023M10;52266
Faaborg-Midtfyn;2023M11;52258
Faaborg-Midtfyn;2023M12;52289
Faaborg-Midtfyn;2024M01;52291
Faaborg-Midtfyn;2024M02;52268
Faaborg-Midtfyn;2024M03;52252
Faaborg-Midtfyn;2024M04;52271
Kerteminde;2021M10;24006
Kerteminde;2021M11;24017
Kerteminde;2021M12;24038
Kerteminde;2022M01;24034
Kerteminde;2022M02;24039
Kerteminde;2022M03;24012
Kerteminde;2022M04;24040
Kerteminde;2022M05;24042
Kerteminde;2022M06;24068
Kerteminde;2022M07;24051
Kerteminde;2022M08;24037
Kerteminde;2022M09;24043
Kerteminde;2022M10;24064
Kerteminde;2022M11;24032
Kerteminde;2022M12;24001
Kerteminde;2023M01;23991
Kerteminde;2023M02;23979
Kerteminde;2023M03;24002
Kerteminde;2023M04;24021
Kerteminde;2023M05;24010
Kerteminde;2023M06;23977
Kerteminde;2023M07;23949
Kerteminde;2023M08;23973
Kerteminde;2023M09;23918
Kerteminde;2023M10;23891
Kerteminde;2023M11;23915
Kerteminde;2023M12;23904
Kerteminde;2024M01;23894
Kerteminde;2024M02;23910
Kerteminde;2024M03;23911
Kerteminde;2024M04;23903
Langeland;2021M10;12320
Langeland;2021M11;12335
Langeland;2021M12;12333
Langeland;2022M01;12316
Langeland;2022M02;12337
Langeland;2022M03;12309
Langeland;2022M04;12308
Langeland;2022M05;12340
Langeland;2022M06;12382
Langeland;2022M07;12421
Langeland;2022M08;12424
Langeland;2022M09;12410
Langeland;2022M10;12394
Langeland;2022M11;12400
Langeland;2022M12;12398
Langeland;2023M01;12384
Langeland;2023M02;12392
Langeland;2023M03;12357
Langeland;2023M04;12359
Langeland;2023M05;12334
Langeland;2023M06;12349
Langeland;2023M07;12358
Langeland;2023M08;12354
Langeland;2023M09;12332
Langeland;2023M10;12290
Langeland;2023M11;12303
Langeland;2023M12;12280
Langeland;2024M01;12260
Langeland;2024M02;12237
Langeland;2024M03;12214
Langeland;2024M04;12176
Middelfart;2021M10;39520
Middelfart;2021M11;39525
Middelfart;2021M12;39596
Middelfart;2022M01;39603
Middelfart;2022M02;39632
Middelfart;2022M03;39651
Middelfart;2022M04;39677
Middelfart;2022M05;39776
Middelfart;2022M06;39916
Middelfart;2022M07;39938
Middelfart;2022M08;40046
Middelfart;2022M09;40021
Middelfart;2022M10;39992
Middelfart;2022M11;39976
Middelfart;2022M12;39996
Middelfart;2023M01;39961
Middelfart;2023M02;40027
Middelfart;2023M03;40071
Middelfart;2023M04;40071
Middelfart;2023M05;40078
Middelfart;2023M06;40098
Middelfart;2023M07;40136
Middelfart;2023M08;40135
Middelfart;2023M09;40077
Middelfart;2023M10;40056
Middelfart;2023M11;40108
Middelfart;2023M12;40133
Middelfart;2024M01;40158
Middelfart;2024M02;40202
Middelfart;2024M03;40205
Middelfart;2024M04;40231
Nordfyns;2021M10;29664
Nordfyns;2021M11;29709
Nordfyns;2021M12;29738
Nordfyns;2022M01;29714
Nordfyns;2022M02;29711
Nordfyns;2022M03;29745
Nordfyns;2022M04;29796
Nordfyns;2022M05;29877
Nordfyns;2022M06;29914
Nordfyns;2022M07;29915
Nordfyns;2022M08;29870
Nordfyns;2022M09;29850
Nordfyns;2022M10;29821
Nordfyns;2022M11;29801
Nordfyns;2022M12;29806
Nordfyns;2023M01;29726
Nordfyns;2023M02;29716
Nordfyns;2023M03;29673
Nordfyns;2023M04;29683
Nordfyns;2023M05;29702
Nordfyns;2023M06;29677
Nordfyns;2023M07;29696
Nordfyns;2023M08;29680
Nordfyns;2023M09;29683
Nordfyns;2023M10;29666
Nordfyns;2023M11;29661
Nordfyns;2023M12;29652
Nordfyns;2024M01;29610
Nordfyns;2024M02;29583
Nordfyns;2024M03;29562
Nordfyns;2024M04;29552
Nyborg;2021M10;32055
Nyborg;2021M11;32060
Nyborg;2021M12;32088
Nyborg;2022M01;32098
Nyborg;2022M02;32132
Nyborg;2022M03;32081
Nyborg;2022M04;32054
Nyborg;2022M05;32068
Nyborg;2022M06;32177
Nyborg;2022M07;32228
Nyborg;2022M08;32244
Nyborg;2022M09;32173
Nyborg;2022M10;32149
Nyborg;2022M11;32200
Nyborg;2022M12;32261
Nyborg;2023M01;32262
Nyborg;2023M02;32255
Nyborg;2023M03;32291
Nyborg;2023M04;32294
Nyborg;2023M05;32300
Nyborg;2023M06;32298
Nyborg;2023M07;32291
Nyborg;2023M08;32271
Nyborg;2023M09;32299
Nyborg;2023M10;32270
Nyborg;2023M11;32227
Nyborg;2023M12;32201
Nyborg;2024M01;32193
Nyborg;2024M02;32194
Nyborg;2024M03;32178
Nyborg;2024M04;32178
Odense;2021M10;205905
Odense;2021M11;206073
Odense;2021M12;206057
Odense;2022M01;205978
Odense;2022M02;205872
Odense;2022M03;206094
Odense;2022M04;206144
Odense;2022M05;206416
Odense;2022M06;206776
Odense;2022M07;206785
Odense;2022M08;206581
Odense;2022M09;206995
Odense;2022M10;207782
Odense;2022M11;207863
Odense;2022M12;207886
Odense;2023M01;207762
Odense;2023M02;207730
Odense;2023M03;207789
Odense;2023M04;207864
Odense;2023M05;207836
Odense;2023M06;207757
Odense;2023M07;207688
Odense;2023M08;207680
Odense;2023M09;208237
Odense;2023M10;208876
Odense;2023M11;209077
Odense;2023M12;209083
Odense;2024M01;209078
Odense;2024M02;209099
Odense;2024M03;209352
Odense;2024M04;209383
Svendborg;2021M10;59096
Svendborg;2021M11;59155
Svendborg;2021M12;59178
Svendborg;2022M01;59193
Svendborg;2022M02;59208
Svendborg;2022M03;59224
Svendborg;2022M04;59233
Svendborg;2022M05;59324
Svendborg;2022M06;59488
Svendborg;2022M07;59563
Svendborg;2022M08;59636
Svendborg;2022M09;59744
Svendborg;2022M10;59742
Svendborg;2022M11;59770
Svendborg;2022M12;59745
Svendborg;2023M01;59735
Svendborg;2023M02;59732
Svendborg;2023M03;59755
Svendborg;2023M04;59748
Svendborg;2023M05;59722
Svendborg;2023M06;59703
Svendborg;2023M07;59688
Svendborg;2023M08;59696
Svendborg;2023M09;59746
Svendborg;2023M10;59769
Svendborg;2023M11;59731
Svendborg;2023M12;59744
Svendborg;2024M01;59727
Svendborg;2024M02;59720
Svendborg;2024M03;59766
Svendborg;2024M04;59774
Ærø;2021M10;6012
Ærø;2021M11;6016
Ærø;2021M12;6028
Ærø;2022M01;6025
Ærø;2022M02;6023
Ærø;2022M03;6025
Ærø;2022M04;6029
Ærø;2022M05;6046
Ærø;2022M06;6079
Ærø;2022M07;6084
Ærø;2022M08;6069
Ærø;2022M09;6040
Ærø;2022M10;6019
Ærø;2022M11;6011
Ærø;2022M12;6018
Ærø;2023M01;6008
Ærø;2023M02;6014
Ærø;2023M03;6002
Ærø;2023M04;6005
Ærø;2023M05;6009
Ærø;2023M06;6002
Ærø;2023M07;6002
Ærø;2023M08;5986
Ærø;2023M09;5987
Ærø;2023M10;6000
Ærø;2023M11;5995
Ærø;2023M12;5975
Ærø;2024M01;5960
Ærø;2024M02;5953
Ærø;2024M03;5946
Ærø;2024M04;5947
Billund;2021M10;26581
Billund;2021M11;26639
Billund;2021M12;26625
Billund;2022M01;26631
Billund;2022M02;26693
Billund;2022M03;26724
Billund;2022M04;26753
Billund;2022M05;26833
Billund;2022M06;26899
Billund;2022M07;26961
Billund;2022M08;26999
Billund;2022M09;26976
Billund;2022M10;26961
Billund;2022M11;27030
Billund;2022M12;27028
Billund;2023M01;27021
Billund;2023M02;26996
Billund;2023M03;27049
Billund;2023M04;27038
Billund;2023M05;27049
Billund;2023M06;27082
Billund;2023M07;27097
Billund;2023M08;27151
Billund;2023M09;27120
Billund;2023M10;27098
Billund;2023M11;27147
Billund;2023M12;27160
Billund;2024M01;27119
Billund;2024M02;27117
Billund;2024M03;27135
Billund;2024M04;27164
Esbjerg;2021M10;115470
Esbjerg;2021M11;115451
Esbjerg;2021M12;115411
Esbjerg;2022M01;115459
Esbjerg;2022M02;115483
Esbjerg;2022M03;115484
Esbjerg;2022M04;115477
Esbjerg;2022M05;115680
Esbjerg;2022M06;115865
Esbjerg;2022M07;115917
Esbjerg;2022M08;115779
Esbjerg;2022M09;115634
Esbjerg;2022M10;115766
Esbjerg;2022M11;115789
Esbjerg;2022M12;115842
Esbjerg;2023M01;115758
Esbjerg;2023M02;115740
Esbjerg;2023M03;115797
Esbjerg;2023M04;115808
Esbjerg;2023M05;115815
Esbjerg;2023M06;115822
Esbjerg;2023M07;115746
Esbjerg;2023M08;115710
Esbjerg;2023M09;115504
Esbjerg;2023M10;115489
Esbjerg;2023M11;115544
Esbjerg;2023M12;115544
Esbjerg;2024M01;115423
Esbjerg;2024M02;115340
Esbjerg;2024M03;115357
Esbjerg;2024M04;115319
Fanø;2021M10;3436
Fanø;2021M11;3435
Fanø;2021M12;3427
Fanø;2022M01;3427
Fanø;2022M02;3419
Fanø;2022M03;3430
Fanø;2022M04;3428
Fanø;2022M05;3414
Fanø;2022M06;3425
Fanø;2022M07;3438
Fanø;2022M08;3438
Fanø;2022M09;3442
Fanø;2022M10;3424
Fanø;2022M11;3416
Fanø;2022M12;3421
Fanø;2023M01;3426
Fanø;2023M02;3425
Fanø;2023M03;3417
Fanø;2023M04;3409
Fanø;2023M05;3404
Fanø;2023M06;3404
Fanø;2023M07;3404
Fanø;2023M08;3417
Fanø;2023M09;3385
Fanø;2023M10;3372
Fanø;2023M11;3372
Fanø;2023M12;3362
Fanø;2024M01;3357
Fanø;2024M02;3345
Fanø;2024M03;3347
Fanø;2024M04;3343
Fredericia;2021M10;51536
Fredericia;2021M11;51582
Fredericia;2021M12;51571
Fredericia;2022M01;51606
Fredericia;2022M02;51614
Fredericia;2022M03;51701
Fredericia;2022M04;51717
Fredericia;2022M05;51803
Fredericia;2022M06;51933
Fredericia;2022M07;51964
Fredericia;2022M08;52008
Fredericia;2022M09;52029
Fredericia;2022M10;52070
Fredericia;2022M11;52113
Fredericia;2022M12;52149
Fredericia;2023M01;52173
Fredericia;2023M02;52200
Fredericia;2023M03;52241
Fredericia;2023M04;52315
Fredericia;2023M05;52364
Fredericia;2023M06;52389
Fredericia;2023M07;52433
Fredericia;2023M08;52470
Fredericia;2023M09;52428
Fredericia;2023M10;52433
Fredericia;2023M11;52450
Fredericia;2023M12;52499
Fredericia;2024M01;52485
Fredericia;2024M02;52518
Fredericia;2024M03;52489
Fredericia;2024M04;52473
Haderslev;2021M10;55351
Haderslev;2021M11;55326
Haderslev;2021M12;55420
Haderslev;2022M01;55340
Haderslev;2022M02;55307
Haderslev;2022M03;55257
Haderslev;2022M04;55273
Haderslev;2022M05;55392
Haderslev;2022M06;55459
Haderslev;2022M07;55565
Haderslev;2022M08;55585
Haderslev;2022M09;55495
Haderslev;2022M10;55439
Haderslev;2022M11;55419
Haderslev;2022M12;55380
Haderslev;2023M01;55353
Haderslev;2023M02;55320
Haderslev;2023M03;55381
Haderslev;2023M04;55440
Haderslev;2023M05;55496
Haderslev;2023M06;55465
Haderslev;2023M07;55522
Haderslev;2023M08;55558
Haderslev;2023M09;55499
Haderslev;2023M10;55448
Haderslev;2023M11;55476
Haderslev;2023M12;55476
Haderslev;2024M01;55438
Haderslev;2024M02;55362
Haderslev;2024M03;55319
Haderslev;2024M04;55311
Kolding;2021M10;93318
Kolding;2021M11;93445
Kolding;2021M12;93506
Kolding;2022M01;93544
Kolding;2022M02;93578
Kolding;2022M03;93741
Kolding;2022M04;93810
Kolding;2022M05;94020
Kolding;2022M06;94198
Kolding;2022M07;94315
Kolding;2022M08;94328
Kolding;2022M09;94432
Kolding;2022M10;94510
Kolding;2022M11;94519
Kolding;2022M12;94539
Kolding;2023M01;94528
Kolding;2023M02;94588
Kolding;2023M03;94596
Kolding;2023M04;94652
Kolding;2023M05;94614
Kolding;2023M06;94663
Kolding;2023M07;94702
Kolding;2023M08;94654
Kolding;2023M09;94691
Kolding;2023M10;94807
Kolding;2023M11;94837
Kolding;2023M12;94907
Kolding;2024M01;94932
Kolding;2024M02;94998
Kolding;2024M03;95073
Kolding;2024M04;95063
Sønderborg;2021M10;73685
Sønderborg;2021M11;73658
Sønderborg;2021M12;73679
Sønderborg;2022M01;73711
Sønderborg;2022M02;73743
Sønderborg;2022M03;73771
Sønderborg;2022M04;73806
Sønderborg;2022M05;73898
Sønderborg;2022M06;74116
Sønderborg;2022M07;74190
Sønderborg;2022M08;74218
Sønderborg;2022M09;74212
Sønderborg;2022M10;74308
Sønderborg;2022M11;74391
Sønderborg;2022M12;74392
Sønderborg;2023M01;74380
Sønderborg;2023M02;74381
Sønderborg;2023M03;74389
Sønderborg;2023M04;74382
Sønderborg;2023M05;74354
Sønderborg;2023M06;74313
Sønderborg;2023M07;74272
Sønderborg;2023M08;74209
Sønderborg;2023M09;74108
Sønderborg;2023M10;74408
Sønderborg;2023M11;74341
Sønderborg;2023M12;74308
Sønderborg;2024M01;74233
Sønderborg;2024M02;74123
Sønderborg;2024M03;74075
Sønderborg;2024M04;74076
Tønder;2021M10;36886
Tønder;2021M11;36870
Tønder;2021M12;36897
Tønder;2022M01;36849
Tønder;2022M02;36798
Tønder;2022M03;36795
Tønder;2022M04;36883
Tønder;2022M05;36932
Tønder;2022M06;37013
Tønder;2022M07;37053
Tønder;2022M08;36989
Tønder;2022M09;36949
Tønder;2022M10;36923
Tønder;2022M11;36927
Tønder;2022M12;36950
Tønder;2023M01;36878
Tønder;2023M02;36840
Tønder;2023M03;36850
Tønder;2023M04;36820
Tønder;2023M05;36808
Tønder;2023M06;36800
Tønder;2023M07;36767
Tønder;2023M08;36722
Tønder;2023M09;36745
Tønder;2023M10;36694
Tønder;2023M11;36642
Tønder;2023M12;36659
Tønder;2024M01;36651
Tønder;2024M02;36616
Tønder;2024M03;36646
Tønder;2024M04;36646
Varde;2021M10;49660
Varde;2021M11;49652
Varde;2021M12;49704
Varde;2022M01;49664
Varde;2022M02;49704
Varde;2022M03;49679
Varde;2022M04;49714
Varde;2022M05;49809
Varde;2022M06;49930
Varde;2022M07;50007
Varde;2022M08;50048
Varde;2022M09;49983
Varde;2022M10;49981
Varde;2022M11;49944
Varde;2022M12;49966
Varde;2023M01;49995
Varde;2023M02;50039
Varde;2023M03;50055
Varde;2023M04;50050
Varde;2023M05;50026
Varde;2023M06;50004
Varde;2023M07;50006
Varde;2023M08;49965
Varde;2023M09;49864
Varde;2023M10;49800
Varde;2023M11;49760
Varde;2023M12;49772
Varde;2024M01;49798
Varde;2024M02;49757
Varde;2024M03;49733
Varde;2024M04;49734
Vejen;2021M10;42689
Vejen;2021M11;42676
Vejen;2021M12;42634
Vejen;2022M01;42596
Vejen;2022M02;42586
Vejen;2022M03;42583
Vejen;2022M04;42607
Vejen;2022M05;42682
Vejen;2022M06;42807
Vejen;2022M07;42857
Vejen;2022M08;42883
Vejen;2022M09;42849
Vejen;2022M10;42823
Vejen;2022M11;42868
Vejen;2022M12;42930
Vejen;2023M01;42924
Vejen;2023M02;42891
Vejen;2023M03;42900
Vejen;2023M04;42913
Vejen;2023M05;42933
Vejen;2023M06;42923
Vejen;2023M07;42895
Vejen;2023M08;42916
Vejen;2023M09;42859
Vejen;2023M10;42854
Vejen;2023M11;42826
